favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
3923,Sprinklr,"""Silly old bear."" https://t.co/v41NRidAHR",,False,Sun Dec 20 00:00:03 +0000 2015,1915,678364199978967040
379,Sprinklr,Quiz: Can You Speak Gobblefunk Like #TheBFG? https://t.co/IgSemep0PU https://t.co/KBgr5hYeh9,,False,Sun Jul 03 15:00:04 +0000 2016,93,749618717257072640
544,Sprinklr,.@OhMyDisney Exclusive: See These #InsideOut 7” Record Series and Prints from @MondoNews: https://t.co/0844X0AIeI https://t.co/FINYpL9jDm,,False,Wed Jul 13 20:30:02 +0000 2016,107,753325636647878660
473,Twitter Web Client,"♫ Winter's a good time to stay in and cuddle, but put me in summer and I'll be a... happy snowman! ♫ http://t.co/lNXBaeNmfN #DisneyFrozen",,False,Thu Dec 26 17:47:52 +0000 2013,439,416264112364998657
2545,Sprinklr,"""Here you leave today and enter the world of yesterday, tomorrow, and fantasy."" http://t.co/gkQrd0Rpnk",,False,Sat Feb 01 18:03:30 +0000 2014,1888,429676397809135616
94,Twitter,"""All cartoon characters and fables must be exaggeration, caricatures. It is the very nature of fantasy and fable."" - Walt Disney",,False,Mon Sep 12 17:34:01 +0000 2011,315,113304368899567616
759,Sprinklr,17 @Disney_Family Crafts and Recipes for #MothersDay: https://t.co/jrKjmaVwkf https://t.co/FjnPSY9iTv,,False,Fri May 06 21:00:05 +0000 2016,188,728690824364593152
116,Twitter,"""Every minute spent in your company becomes the new greatest minute of my life!"" - Rhino from #Bolt http://di.sn/4w",,False,Sun Jun 05 20:44:08 +0000 2011,379,77475817575284736
1425,Sprinklr,Explore the Magic of Shanghai Disney Resort: https://t.co/F8RB4F2XPl https://t.co/Ib0e1pbxK0,,False,Wed Jun 15 18:00:04 +0000 2016,428,743141037326143488
1141,Sprinklr,"♫ Like a bolt out of the blue, fate steps in and sees you through. ♫ https://t.co/1Ilb6JQJIA",,False,Fri Nov 06 18:20:02 +0000 2015,515,662695953409949696
16,Twitter,Help wanted: Dapper cricket with developed sense of right and wrong to encourage personal growth. http://yfrog.com/hsqutbj,,False,Wed Jan 19 00:00:14 +0000 2011,90,27515641002991616
1696,Sprinklr,♫ Listen with your heart. You will understand. ♫ https://t.co/enaXE7CHu8,,False,Fri Feb 12 18:00:05 +0000 2016,878,698204944571179009
5,Twitter,"Loading #DisneyGiveaway. Five @Disney followers will win, standby: ████████░░░░░50% - http://di.sn/disneygiveaway",,False,Wed Jun 15 17:57:24 +0000 2011,106,81057735487131648
986,Sprinklr,"Alan Menken, Lea Salonga, and Brad Kane reunite to perform ""A Whole New World"": http://t.co/HgKRlLTl6X http://t.co/x7Tj420ID4",,False,Fri Oct 09 22:01:48 +0000 2015,481,652604903098056704
1129,Sprinklr,"Lash out with evil. 😈

(🎨: Disney Instagram) #DisneyHalloween https://t.co/XQ74Hh9s6V",,False,Mon Oct 31 14:00:11 +0000 2016,351,793090191930122240
701,Twitter Media Studio,Explore an ocean of knowledge! Your journey begins with #Moana and Hour of Code: https://t.co/fFjWyZAoSI https://t.co/dVKYR0J6nW,,False,Tue Nov 22 23:30:05 +0000 2016,154,801206147461939201
26,TWDCSocial,See the latest trailer and more from @LoneRanger: http://t.co/VmHtM28bsi,,False,Tue May 14 16:12:05 +0000 2013,42,334340349688426496
290,Twitter for iPhone,"On your mark, get set, go! The world premiere of #McFarlandUSA starts now. http://t.co/NzJkYDD0F3",,False,Tue Feb 10 02:08:32 +0000 2015,86,564969134086029312
2289,Sprinklr,"""Well, there's one thing: they can't order me to stop dreaming."" #Cinderella http://t.co/cHmU7BXkST",,False,Mon Apr 14 23:00:06 +0000 2014,1674,455842963760103424
2007,Sprinklr,Fun's in full swing. http://t.co/LqpHnOZjpt,,False,Sun Jul 05 17:00:09 +0000 2015,690,617739755959242752
1051,Sprinklr,"""Hold it."" #LadyAndTheTramp http://t.co/2nWBYTuOc6",,False,Tue Dec 02 05:00:01 +0000 2014,491,539645136729567233
1209,Sprinklr,9 times Disney characters restored your faith in love: http://t.co/OZlnRbKNKz http://t.co/lEm874ao4q,,False,Fri Feb 20 02:15:00 +0000 2015,363,568594639978164224
8,Twitter,#DisneyTrivia: Nathan Lane and Ernie Sabella recorded their voices together as which two Disney sidekicks?,,False,Tue Sep 06 21:47:46 +0000 2011,14,111193899468460032
